Experiment Name,Well Name,Cluster ID,Cluster Area (um^2),Number of Nuclei,Cluster Mean Intenisty,Cluster Perimeter (um),Cluster Convex Hull (um),Cluster Convex Hull to Perimeter Ratio,Cluster Distance from Well Edge (um)
,,,,,,,,,
110520_proxOrg_FFU,E05,16,5711.1062,10,672.594,471.6726,380.2908,0.8063,577.4314
,,,,,,,,,
110520_proxOrg_FFU,E05,17,789.2786,2,833.6244,103.9969,102.3405,0.9841,873.0106
,,,,,,,,,
110520_proxOrg_FFU,E05,18,856.5314,1,764.7098,150.1553,131.9088,0.8785,221.5652
,,,,,,,,,
110520_proxOrg_FFU,E05,19,2542.6932,3,944.091,199.3087,191.8705,0.9627,322.3934
,,,,,,,,,
110520_proxOrg_FFU,E05,20,3331.9718,5,772.6838,249.2783,237.216,0.9516,1109.0313
,,,,,,,,,
110520_proxOrg_FFU,E05,21,1126.0806,2,1187.1132,125.0688,122.9368,0.983,1085.2126
,,,,,,,,,
110520_proxOrg_FFU,E05,22,522.9576,1,527.2572,84.8217,83.897,0.9891,405.6144
,,,,,,,,,
110520_proxOrg_FFU,E05,23,2443.159,0,538.0826,217.5204,203.1166,0.9338,304.5181
,,,,,,,,,
110520_proxOrg_FFU,E06,1,817.2558,2,814.397,112.3692,108.7082,0.9674,123.112
,,,,,,,,,
110520_proxOrg_FFU,E06,2,2142.9426,4,717.4374,268.1408,235.5231,0.8784,219.8605
,,,,,,,,,
110520_proxOrg_FFU,E06,3,2332.8645,4,624.4571,207.0302,195.6489,0.945,28.3905
,,,,,,,,,
110520_proxOrg_FFU,E06,4,9691.3948,2,587.1406,420.2844,395.9295,0.9421,133.051
,,,,,,,,,
110520_proxOrg_FFU,E06,5,698.8909,1,506.5135,117.3779,110.4938,0.9414,9.4592
,,,,,,,,,
110520_proxOrg_FFU,E06,6,1358.5062,2,629.7778,136.9828,133.8318,0.977,208.7809
,,,,,,,,,
110520_proxOrg_FFU,E06,7,1249.8257,1,632.1291,179.2004,171.8479,0.959,375.0784
,,,,,,,,,
110520_proxOrg_FFU,E06,8,1810.4449,2,657.663,174.7994,167.7884,0.9599,440.2874
,,,,,,,,,
110520_proxOrg_FFU,E06,9,3270.6373,3,737.0275,231.2878,223.9407,0.9682,495.5358
,,,,,,,,,
110520_proxOrg_FFU,E06,10,1557.0364,0,662.9855,155.225,149.4639,0.9629,109.1597
,,,,,,,,,
110520_proxOrg_FFU,E06,11,725.254,2,600.2047,102.7816,100.2542,0.9754,748.4144
,,,,,,,,,
110520_proxOrg_FFU,E06,12,789.8167,1,687.0157,105.8936,103.6903,0.9792,188.0509
,,,,,,,,,
110520_proxOrg_FFU,E06,13,2536.2369,2,751.419,199.5172,192.5955,0.9653,714.4273
,,,,,,,,,
110520_proxOrg_FFU,E06,14,9375.0377,10,721.7108,506.4814,391.7942,0.7736,469.7995
,,,,,,,,,
110520_proxOrg_FFU,E06,15,9412.1612,8,647.5932,482.6535,424.1563,0.8788,212.412
,,,,,,,,,
110520_proxOrg_FFU,E06,16,10269.2307,20,686.8523,625.2652,468.5312,0.7493,513.5405
,,,,,,,,,
110520_proxOrg_FFU,E06,17,4119.6364,2,604.233,376.1217,319.8038,0.8503,186.9271
,,,,,,,,,
110520_proxOrg_FFU,E06,18,544.4785,3,781.6285,96.6619,94.9982,0.9828,237.4926
,,,,,,,,,
110520_proxOrg_FFU,E06,19,1799.1464,2,732.6561,171.4663,165.9545,0.9679,441.6971
,,,,,,,,,
110520_proxOrg_FFU,E06,20,3447.6466,5,581.4399,447.931,315.6659,0.7047,143.4593
,,,,,,,,,
110520_proxOrg_FFU,E06,21,7994.4726,10,691.8945,401.2998,355.4963,0.8859,457.3244
,,,,,,,,,
110520_proxOrg_FFU,E06,22,1051.8335,0,517.3417,123.9578,120.9579,0.9758,266.4745
,,,,,,,,,
110520_proxOrg_FFU,E06,23,2275.2961,0,522.7791,191.3229,184.709,0.9654,286.7268
,,,,,,,,,
110520_proxOrg_FFU,E06,24,884.5086,1,670.34,110.2209,108.9833,0.9888,397.1722
,,,,,,,,,
110520_proxOrg_FFU,E06,25,4741.5901,5,613.6234,378.4049,323.1542,0.854,880.1848
,,,,,,,,,
110520_proxOrg_FFU,E06,26,713.4175,3,755.0513,102.7816,100.6854,0.9796,586.8883
,,,,,,,,,
110520_proxOrg_FFU,E06,27,5956.4443,7,628.0115,517.2844,391.7249,0.7573,558.7329
,,,,,,,,,
110520_proxOrg_FFU,E06,28,3140.4359,3,690.4286,223.302,213.9894,0.9583,606.5821
,,,,,,,,,
110520_proxOrg_FFU,E06,29,4211.6382,12,793.7073,280.6193,254.0519,0.9053,522.3359
,,,,,,,,,
110520_proxOrg_FFU,E06,30,2159.6213,1,531.2402,240.311,212.3811,0.8838,185.5466
,,,,,,,,,
110520_proxOrg_FFU,E06,31,513.2732,3,530.3354,87.7557,86.1805,0.9821,32.0709
,,,,,,,,,
110520_proxOrg_FFU,E06,32,4496.2519,9,696.3213,325.0895,293.6595,0.9033,241.4354
,,,,,,,,,
110520_proxOrg_FFU,E06,33,553.0869,2,832.3784,90.6159,89.6224,0.989,351.6351
,,,,,,,,,
110520_proxOrg_FFU,E06,34,2407.1115,0,545.8757,266.4958,218.0459,0.8182,426.7042
,,,,,,,,,
110520_proxOrg_FFU,E06,35,6139.3719,8,694.5044,507.4882,398.908,0.786,747.6783
,,,,,,,,,
110520_proxOrg_FFU,E06,36,908.7196,2,583.6838,136.4794,131.9323,0.9667,864.9051
,,,,,,,,,
110520_proxOrg_FFU,E06,37,545.0165,1,523.4018,88.793,87.8227,0.9891,1000.4057
,,,,,,,,,
110520_proxOrg_FFU,E06,38,3313.141,0,517.5914,217.434,209.3526,0.9628,584.8067
,,,,,,,,,
110520_proxOrg_FFU,E06,39,10563.5289,8,637.4788,728.8019,517.3144,0.7098,454.4927
,,,,,,,,,
110520_proxOrg_FFU,E06,40,501.9748,0,525.7256,89.4006,88.7022,0.9922,210.0928
,,,,,,,,,
110520_proxOrg_FFU,E06,41,3323.9015,1,600.1083,261.5177,245.319,0.9381,461.0021
,,,,,,,,,
110520_proxOrg_FFU,E06,42,1344.5176,1,614.7791,169.9382,163.8327,0.9641,477.4254
,,,,,,,,,
110520_proxOrg_FFU,E06,43,8925.7891,8,760.3485,512.0672,435.0941,0.8497,362.7787
,,,,,,,,,
110520_proxOrg_FFU,E06,44,7593.108,11,811.0845,461.8638,399.1425,0.8642,666.6632
,,,,,,,,,
110520_proxOrg_FFU,E06,45,1810.4449,4,635.4716,209.2523,183.3469,0.8762,380.3036
,,,,,,,,,
110520_proxOrg_FFU,E06,46,35398.0979,32,641.8518,1286.8727,869.9173,0.676,316.7082
,,,,,,,,,
110520_proxOrg_FFU,E06,47,940.4629,2,582.877,122.0611,119.1838,0.9764,320.4368
,,,,,,,,,
110520_proxOrg_FFU,E06,48,2533.5468,3,718.1831,194.656,186.961,0.9605,54.0842
,,,,,,,,,
110520_proxOrg_FFU,E07,1,4335.3833,4,631.105,392.9706,303.3444,0.7719,41.5338
,,,,,,,,,
110520_proxOrg_FFU,E07,2,755.9213,4,748.3139,107.3606,104.8143,0.9763,68.8829
,,,,,,,,,
110520_proxOrg_FFU,E07,3,4451.5961,4,571.9923,339.7468,299.175,0.8806,58.3019
,,,,,,,,,
110520_proxOrg_FFU,E07,4,13614.115,15,698.5609,730.8029,571.5753,0.7821,607.1028
,,,,,,,,,
110520_proxOrg_FFU,E07,5,12437.4604,10,630.0425,563.0615,495.3602,0.8798,235.4335
,,,,,,,,,
110520_proxOrg_FFU,E07,6,658.0012,0,538.8095,109.0793,105.05,0.9631,673.8678
,,,,,,,,,
110520_proxOrg_FFU,E07,7,6408.383,8,635.938,395.0453,359.256,0.9094,952.9861
,,,,,,,,,
110520_proxOrg_FFU,E07,8,9046.8441,0,532.6796,411.7214,392.1255,0.9524,223.4766
,,,,,,,,,
110520_proxOrg_FFU,E07,9,1826.5855,0,647.3429,169.1094,162.7002,0.9621,535.3778
,,,,,,,,,
110520_proxOrg_FFU,E07,10,4823.3695,6,692.3018,402.1896,329.5709,0.8194,379.5358
,,,,,,,,,
110520_proxOrg_FFU,E07,11,23773.0511,37,639.5193,1445.8858,1059.7387,0.7329,272.6835
,,,,,,,,,
110520_proxOrg_FFU,E07,12,15640.3068,19,650.5392,714.0582,567.0382,0.7941,766.4327
,,,,,,,,,
110520_proxOrg_FFU,E07,13,2663.7482,1,591.6803,221.9087,212.2636,0.9565,804.1135
,,,,,,,,,
110520_proxOrg_FFU,E07,14,1651.7283,2,533.756,168.6365,163.1573,0.9675,699.9526
,,,,,,,,,
110520_proxOrg_FFU,E07,15,667.6856,0,525.8364,110.7243,106.7507,0.9641,183.5945
,,,,,,,,,
110520_proxOrg_FFU,E07,16,3620.8897,1,582.1673,284.9897,258.9534,0.9086,759.3838
,,,,,,,,,
110520_proxOrg_FFU,E07,17,902.8013,1,521.6621,112.1175,109.4407,0.9761,838.3977
,,,,,,,,,
110520_proxOrg_FFU,E07,18,1315.4644,4,666.9256,189.4694,167.4183,0.8836,825.4921
,,,,,,,,,
110520_proxOrg_FFU,E07,19,6135.6057,6,706.9818,399.1819,339.5157,0.8505,680.7072
,,,,,,,,,
110520_proxOrg_FFU,E07,20,3015.0767,3,702.0002,247.9893,237.2594,0.9567,102.2309
,,,,,,,,,
110520_proxOrg_FFU,E07,21,42247.1211,31,575.6473,1260.4488,888.9131,0.7052,377.7353
,,,,,,,,,
110520_proxOrg_FFU,E07,22,7441.9238,8,607.6814,551.6204,434.8304,0.7883,293.7188
,,,,,,,,,
110520_proxOrg_FFU,E07,23,1078.7346,1,556.1047,147.1476,142.019,0.9651,254.4245
,,,,,,,,,
110520_proxOrg_FFU,E07,24,26590.6737,13,609.0327,1068.1623,824.5617,0.7719,141.4342
,,,,,,,,,
110520_proxOrg_FFU,E07,25,748.927,2,664.1121,111.4362,108.4838,0.9735,352.9113
,,,,,,,,,
110520_proxOrg_FFU,E07,26,819.9459,2,586.7579,107.1089,104.6336,0.9769,307.811
,,,,,,,,,
110520_proxOrg_FFU,E07,27,10335.9454,11,647.0566,460.8875,417.851,0.9066,61.3698
,,,,,,,,,
110520_proxOrg_FFU,E07,28,728.4821,0,524.0857,120.4899,115.3826,0.9576,559.9649
,,,,,,,,,
110520_proxOrg_FFU,E07,29,8967.7549,12,672.7095,517.9352,413.3023,0.798,818.5207
,,,,,,,,,
110520_proxOrg_FFU,E07,30,4510.7785,2,570.8793,270.1112,260.9201,0.966,932.6028
,,,,,,,,,
110520_proxOrg_FFU,E07,31,5355.4735,6,634.1471,425.2193,379.9703,0.8936,119.5413
,,,,,,,,,
110520_proxOrg_FFU,E07,32,748.3889,2,780.1546,115.8372,111.6154,0.9636,882.0111
,,,,,,,,,
110520_proxOrg_FFU,E07,33,4794.3163,7,711.9014,362.4458,308.3072,0.8506,1027.1045
,,,,,,,,,
110520_proxOrg_FFU,E07,34,7214.3404,4,608.3973,388.8392,344.142,0.885,1105.4065
,,,,,,,,,
110520_proxOrg_FFU,E07,35,1120.7003,2,789.8406,172.5162,155.8651,0.9035,1048.0476
,,,,,,,,,
110520_proxOrg_FFU,E07,36,22198.26,10,624.0106,1006.5788,702.2085,0.6976,104.3751
,,,,,,,,,
110520_proxOrg_FFU,E07,37,1046.9913,1,544.4753,152.0825,146.2024,0.9613,1192.3503
,,,,,,,,,
110520_proxOrg_FFU,E07,38,21178.1698,32,641.8317,1095.1454,709.9789,0.6483,654.4184
,,,,,,,,,
110520_proxOrg_FFU,E07,39,1850.2585,1,552.0867,231.9692,203.2628,0.8762,677.5352
,,,,,,,,,
110520_proxOrg_FFU,E07,40,12800.0873,8,592.9809,808.2337,622.2141,0.7698,178.2501
,,,,,,,,,
110520_proxOrg_FFU,E07,41,1730.2796,0,684.4409,161.0625,155.066,0.9628,88.6773
,,,,,,,,,
110520_proxOrg_FFU,E07,42,577.8359,2,684.0056,91.2973,90.1312,0.9872,1295.5218
,,,,,,,,,
110520_proxOrg_FFU,E07,43,2696.0295,1,634.887,250.8496,230.6875,0.9196,538.5542
,,,,,,,,,
110520_proxOrg_FFU,E07,44,2939.7536,6,726.1309,278.7784,259.9055,0.9323,17.2711
,,,,,,,,,
110520_proxOrg_FFU,E07,45,12304.5689,12,629.7414,803.2072,583.6573,0.7267,516.9152
,,,,,,,,,
110520_proxOrg_FFU,E07,46,2063.3153,1,629.8078,214.3652,196.5314,0.9168,164.4374
,,,,,,,,,
110520_proxOrg_FFU,E07,47,6019.931,2,710.5351,470.9607,379.245,0.8053,77.4434
,,,,,,,,,
110520_proxOrg_FFU,E07,48,29229.6728,34,620.4637,1088.2401,808.4709,0.7429,53.4461
,,,,,,,,,
110520_proxOrg_FFU,E07,49,8943.5439,6,653.5983,552.9526,462.2867,0.836,184.7604
,,,,,,,,,
110520_proxOrg_FFU,E07,50,93.6159,1,536.7874,44.8262,45.5997,1.0173,3.0942
,,,,,,,,,
110520_proxOrg_FFU,E07,51,3.2281,0,503.5,9.7656,10.3636,1.0612,0.7335
,,,,,,,,,
110520_proxOrg_FFU,E08,1,11573.3966,20,706.9511,700.2781,523.8408,0.748,86.1356
,,,,,,,,,
110520_proxOrg_FFU,E08,2,11091.8667,6,640.3628,535.6308,456.9163,0.853,446.7919
,,,,,,,,,
110520_proxOrg_FFU,E08,3,31664.7615,27,656.3853,1180.6968,957.3236,0.8108,566.8981
,,,,,,,,,
110520_proxOrg_FFU,E08,4,660.1533,1,774.7474,95.0907,93.8793,0.9873,430.5002
,,,,,,,,,
110520_proxOrg_FFU,E08,5,2538.389,0,663.7569,205.459,197.4487,0.961,585.9801
,,,,,,,,,
110520_proxOrg_FFU,E08,6,1214.8542,1,799.1417,133.7666,130.272,0.9739,672.2643
,,,,,,,,,
110520_proxOrg_FFU,E08,7,3473.4716,3,648.2297,267.5637,250.6962,0.937,741.9798
,,,,,,,,,
110520_proxOrg_FFU,E08,8,1883.6159,3,590.6644,172.3688,166.7169,0.9672,820.9094
,,,,,,,,,
110520_proxOrg_FFU,E08,9,852.2272,1,679.1471,109.0056,106.5257,0.9773,654.6895
,,,,,,,,,
110520_proxOrg_FFU,E08,10,5484.5988,5,622.9493,427.3803,369.3537,0.8642,922.0637
,,,,,,,,,
110520_proxOrg_FFU,E08,11,1081.4247,2,597.3104,179.0961,153.0582,0.8546,958.9191
,,,,,,,,,
110520_proxOrg_FFU,E08,12,3443.8804,4,724.1256,235.3634,223.9362,0.9514,935.9158
,,,,,,,,,
110520_proxOrg_FFU,E08,13,805.9573,0,581.8338,127.3952,121.5169,0.9539,1001.601
,,,,,,,,,
110520_proxOrg_FFU,E08,14,3553.0989,4,690.1614,315.6188,264.5275,0.8381,1115.4359
,,,,,,,,,
110520_proxOrg_FFU,E08,15,503.5888,0,515.2201,114.7693,108.4069,0.9446,311.9828
,,,,,,,,,
110520_proxOrg_FFU,E08,16,2154.2411,2,656.3374,179.2309,173.0999,0.9658,602.9061
,,,,,,,,,
110520_proxOrg_FFU,E08,17,989.4229,0,792.9103,126.6401,123.2005,0.9728,577.2225
,,,,,,,,,
110520_proxOrg_FFU,E08,18,3247.5023,0,522.1246,259.6211,232.017,0.8937,171.9408
,,,,,,,,,
110520_proxOrg_FFU,E08,19,1323.5347,0,512.0053,243.2324,213.4247,0.8775,280.3181
,,,,,,,,,
110520_proxOrg_FFU,E08,20,1616.7569,3,630.9218,268.4231,236.2245,0.88,972.3537
,,,,,,,,,
110520_proxOrg_FFU,E08,21,14640.6615,13,638.1723,993.2842,686.4795,0.6911,647.5422
,,,,,,,,,
110520_proxOrg_FFU,E08,22,10242.8676,15,518.4988,990.5208,923.6568,0.9325,378.2767
,,,,,,,,,
110520_proxOrg_FFU,E08,23,1348.8218,0,532.9154,143.5322,138.6548,0.966,316.7546
,,,,,,,,,
110520_proxOrg_FFU,E08,24,10785.194,9,709.2401,489.8842,426.9876,0.8716,359.2639
,,,,,,,,,
110520_proxOrg_FFU,E08,25,1717.905,1,864.1923,168.2806,159.9901,0.9507,894.6705
,,,,,,,,,
110520_proxOrg_FFU,E08,26,913.0238,0,632.1479,116.9482,114.2468,0.9769,298.377
,,,,,,,,,
110520_proxOrg_FFU,E08,27,837.1626,1,649.5758,112.0133,110.3487,0.9851,497.739
,,,,,,,,,
110520_proxOrg_FFU,E08,28,1800.2224,1,617.1751,175.0816,170.7889,0.9755,389.7713
,,,,,,,,,
110520_proxOrg_FFU,E08,29,5930.6193,6,629.6416,441.3563,356.3518,0.8074,425.9791
,,,,,,,,,
110520_proxOrg_FFU,E08,30,2220.4178,3,762.2704,188.8491,184.2903,0.9759,501.2686
,,,,,,,,,
110520_proxOrg_FFU,E08,31,56802.2371,51,643.6045,2693.0831,1288.3477,0.4784,362.0647
,,,,,,,,,
110520_proxOrg_FFU,E08,32,25992.3929,12,651.7287,1204.4637,820.6778,0.6814,160.8156
,,,,,,,,,
110520_proxOrg_FFU,E09,1,7012.044,6,576.0879,373.5437,351.9453,0.9422,396.2252
,,,,,,,,,
110520_proxOrg_FFU,E09,2,18129.7358,18,585.1164,1219.6803,688.126,0.5642,84.94
,,,,,,,,,
110520_proxOrg_FFU,E09,3,745.1608,3,595.8289,106.0716,103.4004,0.9748,492.4133
,,,,,,,,,
110520_proxOrg_FFU,E09,4,4782.4798,2,613.7086,290.1026,274.5603,0.9464,645.848
,,,,,,,,,
110520_proxOrg_FFU,E09,5,14130.0784,14,640.8596,628.0697,514.9564,0.8199,1230.7991
,,,,,,,,,
110520_proxOrg_FFU,E09,6,1056.1377,0,529.705,137.2345,131.3741,0.9573,1311.3823
,,,,,,,,,
110520_proxOrg_FFU,E09,7,2031.034,4,695.1584,232.976,211.2141,0.9066,447.5585
,,,,,,,,,
110520_proxOrg_FFU,E09,8,869.982,1,649.8547,118.1635,114.6892,0.9706,446.8671
,,,,,,,,,
110520_proxOrg_FFU,E09,9,2283.9045,2,520.9138,190.2856,182.744,0.9604,971.9801
,,,,,,,,,
110520_proxOrg_FFU,E09,10,1977.2318,0,524.4166,174.296,167.7293,0.9623,86.0652
,,,,,,,,,
110520_proxOrg_FFU,E09,11,507.355,1,817.9332,82.925,82.0305,0.9892,490.471
,,,,,,,,,
110520_proxOrg_FFU,E09,12,1015.786,0,606.2913,119.0229,116.0087,0.9747,665.1091
,,,,,,,,,
110520_proxOrg_FFU,E09,13,636.4803,2,819.601,93.372,91.5912,0.9809,390.3645
,,,,,,,,,
110520_proxOrg_FFU,E09,14,2149.3989,2,673.769,198.124,185.8522,0.9381,1384.1628
,,,,,,,,,
110520_proxOrg_FFU,E09,15,519.1915,3,652.4446,85.0734,84.189,0.9896,551.7185
,,,,,,,,,
110520_proxOrg_FFU,E09,16,1319.2306,0,529.7084,163.2108,146.8977,0.9,920.216
,,,,,,,,,
110520_proxOrg_FFU,E09,17,1476.8711,4,881.5872,150.824,147.1015,0.9753,207.5052
,,,,,,,,,
110520_proxOrg_FFU,E09,18,1091.1091,4,719.4181,150.7935,139.2157,0.9232,1221.3351
,,,,,,,,,
110520_proxOrg_FFU,E09,19,577.2979,0,509.0652,98.9883,95.9022,0.9688,625.4564
,,,,,,,,,
110520_proxOrg_FFU,E09,20,1426.297,0,683.9098,142.6297,138.7616,0.9729,638.8139
,,,,,,,,,
110520_proxOrg_FFU,E09,21,11806.3603,13,699.2677,741.1761,525.6767,0.7092,833.472
,,,,,,,,,
110520_proxOrg_FFU,E09,22,3888.2868,0,938.22,232.3557,225.3534,0.9699,363.2944
,,,,,,,,,
110520_proxOrg_FFU,E09,23,3952.3114,4,785.592,291.5696,266.8882,0.9153,479.706
,,,,,,,,,
110520_proxOrg_FFU,E10,1,4049.1555,5,620.0166,277.2556,257.0129,0.927,275.1647
,,,,,,,,,
110520_proxOrg_FFU,E10,2,5471.6863,1,793.2432,283.2278,272.1978,0.9611,595.9643
,,,,,,,,,
110520_proxOrg_FFU,E10,3,1842.1882,5,625.4387,172.2519,166.6672,0.9676,535.3731
,,,,,,,,,
110520_proxOrg_FFU,E10,4,60107.3077,57,611.8054,1998.0527,1154.7852,0.578,470.5803
,,,,,,,,,
110520_proxOrg_FFU,E10,5,1733.5077,0,623.865,183.1717,176.4334,0.9632,313.6409
,,,,,,,,,
110520_proxOrg_FFU,E10,6,564.3853,0,557.3346,88.3633,86.944,0.9839,585.435
,,,,,,,,,
110520_proxOrg_FFU,E10,7,794.6589,3,911.7921,107.3606,104.6577,0.9748,649.7412
,,,,,,,,,
110520_proxOrg_FFU,E10,8,2277.9862,0,532.2017,190.7152,183.6149,0.9628,197.1563
,,,,,,,,,
110520_proxOrg_FFU,E10,9,854.3793,1,571.2569,115.7329,112.3045,0.9704,330.2812
,,,,,,,,,
110520_proxOrg_FFU,E10,10,6200.7064,4,778.5916,355.5837,330.0462,0.9282,42.2743
,,,,,,,,,
110520_proxOrg_FFU,E10,11,12806.0056,15,686.9861,691.2802,523.2336,0.7569,49.535
,,,,,,,,,
110520_proxOrg_FFU,E10,12,7172.3746,10,731.3819,389.6375,358.7704,0.9208,38.8614
,,,,,,,,,
110520_proxOrg_FFU,E10,13,4184.7371,2,617.7584,360.6534,308.8081,0.8562,131.7885
,,,,,,,,,
110520_proxOrg_FFU,E10,14,6217.3851,8,650.292,417.2893,349.0507,0.8365,324.0152
,,,,,,,,,
110520_proxOrg_FFU,E10,15,35401.326,30,628.235,1285.4489,891.4011,0.6935,176.5712
,,,,,,,,,
110520_proxOrg_FFU,E10,16,2907.4722,0,572.3893,231.1404,214.5976,0.9284,226.3837
,,,,,,,,,
110520_proxOrg_FFU,E10,17,796.811,3,571.8724,121.3492,116.8416,0.9629,494.6148
,,,,,,,,,
110520_proxOrg_FFU,E10,18,3541.2624,4,761.9851,464.7494,330.5382,0.7112,24.8078
,,,,,,,,,
110520_proxOrg_FFU,E10,19,2251.0851,0,537.7899,203.814,193.6997,0.9504,402.6406
,,,,,,,,,
110520_proxOrg_FFU,E10,20,777.4422,0,553.3149,105.5376,104.6332,0.9914,220.6428
,,,,,,,,,
110520_proxOrg_FFU,E10,21,10371.4549,5,607.7008,592.8743,476.0738,0.803,50.9288
,,,,,,,,,
110520_proxOrg_FFU,E10,22,28169.2309,28,629.0713,1049.0913,809.2949,0.7714,873.0845
,,,,,,,,,
110520_proxOrg_FFU,E10,23,10115.3563,5,818.0312,713.4074,494.1112,0.6926,881.7649
,,,,,,,,,
110520_proxOrg_FFU,E11,1,3486.3842,4,692.9599,322.8368,272.8567,0.8452,112.8128
,,,,,,,,,
110520_proxOrg_FFU,E11,2,2673.4326,1,710.8972,255.6497,225.9812,0.8839,217.5197
,,,,,,,,,
110520_proxOrg_FFU,E11,3,5863.9045,5,701.4144,345.1978,308.692,0.8942,212.2104
,,,,,,,,,
110520_proxOrg_FFU,E11,4,3739.7927,3,559.5011,279.0048,264.1006,0.9466,229.6658
,,,,,,,,,
110520_proxOrg_FFU,E11,5,3051.1242,4,610.0883,241.4831,226.2854,0.9371,339.2988
,,,,,,,,,
110520_proxOrg_FFU,E11,6,1569.4109,1,613.0363,156.5572,151.2207,0.9659,307.0415
,,,,,,,,,
110520_proxOrg_FFU,E11,7,2913.3905,3,561.2613,234.86,223.476,0.9515,443.2661
,,,,,,,,,
110520_proxOrg_FFU,E11,8,8814.9565,10,688.9722,511.5512,422.2138,0.8254,207.0485
,,,,,,,,,
110520_proxOrg_FFU,E11,9,704.2711,1,531.2842,130.9368,124.6129,0.9517,270.7593
,,,,,,,,,
110520_proxOrg_FFU,E11,10,1353.664,2,670.8986,146.8959,143.1299,0.9744,258.2132
,,,,,,,,,
110520_proxOrg_FFU,E11,11,879.6664,0,506.1229,151.1926,131.9612,0.8728,448.8625
,,,,,,,,,
110520_proxOrg_FFU,E11,12,2518.4822,1,542.4687,223.3147,213.633,0.9566,715.597
,,,,,,,,,
110520_proxOrg_FFU,E11,13,12172.2154,8,571.3636,694.1152,493.5636,0.7111,588.2332
,,,,,,,,,
110520_proxOrg_FFU,E11,14,5529.7927,8,691.1219,352.9625,307.3381,0.8707,608.696
,,,,,,,,,
110520_proxOrg_FFU,E11,15,903.8774,1,581.8274,118.0898,115.3453,0.9768,675.0196
,,,,,,,,,
110520_proxOrg_FFU,E11,16,757.5353,0,575.804,138.9532,129.7598,0.9338,514.4565
,,,,,,,,,
110520_proxOrg_FFU,E11,17,787.1266,1,513.6234,113.8362,108.4817,0.953,877.9354
,,,,,,,,,
110520_proxOrg_FFU,E11,18,3162.4948,0,591.4843,248.7139,227.3452,0.9141,1049.5533
,,,,,,,,,
110520_proxOrg_FFU,E11,19,662.3054,2,1032.0366,98.5586,96.2876,0.977,90.3869
,,,,,,,,,
110520_proxOrg_FFU,E11,20,6726.8922,6,716.0318,594.4456,484.4493,0.815,91.6093
,,,,,,,,,
110520_proxOrg_FFU,E11,21,570.3036,3,710.3038,102.5299,98.1565,0.9573,9.7209
,,,,,,,,,
110520_proxOrg_FFU,E11,22,16731.954,24,706.8297,809.7439,628.5368,0.7762,1131.6178
,,,,,,,,,
110520_proxOrg_FFU,E11,23,2108.5092,3,606.7829,201.1622,189.5942,0.9425,43.456
,,,,,,,,,
110520_proxOrg_FFU,E11,24,1399.3959,1,577.6501,149.7561,144.341,0.9638,1137.3057
,,,,,,,,,
110520_proxOrg_FFU,E11,25,4019.5642,2,609.7225,321.1308,282.5892,0.88,115.1418
,,,,,,,,,
110520_proxOrg_FFU,E11,26,1078.1966,2,778.3892,130.9368,127.5711,0.9743,1216.4319
,,,,,,,,,
110520_proxOrg_FFU,E11,27,16615.2031,16,669.4538,776.1935,566.5637,0.7299,1310.3728
,,,,,,,,,
110520_proxOrg_FFU,E11,28,9810.8357,14,642.9569,463.1096,419.1585,0.9051,1311.2179
,,,,,,,,,
110520_proxOrg_FFU,E11,29,878.0523,3,605.2212,129.5436,123.9956,0.9572,368.6282
,,,,,,,,,
110520_proxOrg_FFU,E11,30,579.988,3,864.6939,94.2313,92.1982,0.9784,403.9986
,,,,,,,,,
110520_proxOrg_FFU,E11,31,535.3321,2,805.5196,88.3633,87.1039,0.9857,469.2615
,,,,,,,,,
110520_proxOrg_FFU,E11,32,21530.5744,15,669.5234,911.5366,707.5105,0.7762,273.6753
,,,,,,,,,
110520_proxOrg_FFU,E11,33,6889.3749,8,683.595,432.9229,365.2073,0.8436,1042.5673
,,,,,,,,,
110520_proxOrg_FFU,E11,34,3632.1882,3,603.3996,353.8955,287.1579,0.8114,488.1768
,,,,,,,,,
110520_proxOrg_FFU,E11,35,19398.3922,28,672.1872,800.0952,614.1197,0.7676,417.7567
,,,,,,,,,
110520_proxOrg_FFU,E11,36,1111.0159,0,517.509,157.6683,143.5979,0.9108,145.9931
,,,,,,,,,
110520_proxOrg_FFU,E11,37,9400.3248,3,687.1763,481.3823,435.9727,0.9057,60.1043
,,,,,,,,,
110520_proxOrg_FFU,E11,38,13629.7177,10,657.6632,664.3887,540.968,0.8142,370.4765
,,,,,,,,,
110520_proxOrg_FFU,E11,39,5466.3061,1,622.1414,403.7177,313.5331,0.7766,48.694
,,,,,,,,,
110520_proxOrg_FFU,E11,40,4038.395,2,679.8149,264.3043,251.8034,0.9527,353.3957
,,,,,,,,,
110520_proxOrg_FFU,E11,41,3741.4067,2,652.6024,287.9111,259.6402,0.9018,249.2454
,,,,,,,,,
110520_proxOrg_FFU,E12,1,6443.3545,9,695.8712,504.5416,406.5492,0.8058,207.5075
,,,,,,,,,
110520_proxOrg_FFU,E12,2,3291.0821,2,608.7213,227.8073,219.2393,0.9624,131.3678
,,,,,,,,,
110520_proxOrg_FFU,E12,3,19468.3351,37,691.0856,932.7202,681.5591,0.7307,266.751
,,,,,,,,,
110520_proxOrg_FFU,E12,4,2599.7235,4,594.0416,246.5655,231.3627,0.9383,122.9983
